time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3818968_c,3818968_h,3818968_r,3818968_s,3818969_c,3818969_r,3818969_s,3818970_c,3818970_h,3818970_r,3818970_s,3818971_c,3818971_h,3818971_r,3818971_s,3818972_c,3818972_h,3818972_r,3818972_s,3818973_c,3818973_h,3818973_r,3818973_s,3818974_c,3818974_h,3818974_r,3818974_s,3818975_c,3818975_h,3818975_r,3818975_s,3818976_c,3818976_h,3818976_r,3818976_s,3818977_c,3818977_h,3818977_r,3818977_s,3818978_c,3818978_h,3818978_r,3818978_s,3818979_c,3818979_r,3818979_s,3818980_c,3818980_r,3818980_s,3818981_h,3818982_c,3818982_h,3818982_r,3818982_s,3818983_h,3846762_c,3846762_h,3846762_r,3846762_s,3846763_c,3846763_h,3846763_r,3846763_s
2023-05-30 13:40:00,,9.78,40.5,24.7,32.71111111111111,28.5,30.5,"[30.5, 26.5]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.3,27.0,25.0,1.0,35.3,28.0,25.0,1.0,40.5,27.0,25.0,1.0,27.0,0.0,0.0,1.0,33.2,28.0,26.0,,,,,1.0,40.5,26.1,25.0,1.0,,27.4,26.0,1.0,,26.1,25.0,1.0,27.2,26.0,1.0,25.7,26.0,24.7,1.0,33.2,26.0,26.0,24.7,,,,,,,,
2023-05-30 13:45:00,,9.79,40.4,24.6,32.58888888888889,28.45,30.5,"[30.5, 26.4]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.3,27.0,25.0,1.0,35.3,28.0,25.0,1.0,40.4,27.0,25.0,1.0,26.9,0.0,0.0,1.0,32.9,28.0,26.0,,,,,1.0,40.4,26.3,25.0,1.0,,27.7,26.0,1.0,,27.3,25.0,1.0,26.6,26.0,1.0,27.0,26.0,24.6,1.0,32.9,25.0,26.0,24.6,,,,,,,,
2023-05-30 13:50:00,,9.86,40.3,24.9,32.65555555555555,28.45,30.5,"[30.5, 26.4]",1.0,,27.0,25.0,1.0,29.0,26.0,1.0,35.4,27.0,25.0,1.0,35.4,28.0,25.0,1.0,40.3,27.0,25.0,1.0,26.9,0.0,0.0,1.0,32.9,28.0,26.0,,,,,1.0,40.3,26.1,25.0,1.0,,27.0,26.0,1.0,,25.9,25.0,1.0,26.7,26.0,1.0,26.9,26.0,24.9,1.0,32.9,26.0,26.0,24.9,,,,,,,,
2023-05-30 13:55:00,,9.7,40.3,24.5,32.65555555555556,28.5,30.5,"[30.5, 26.5]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.6,26.0,25.0,1.0,35.6,27.0,25.0,1.0,40.3,28.0,25.0,1.0,26.9,0.0,0.0,1.0,33.1,27.0,26.0,,,,,1.0,40.3,26.0,25.0,1.0,,27.7,26.0,1.0,,25.3,25.0,1.0,26.2,26.0,1.0,26.4,26.0,24.5,1.0,33.1,26.0,26.0,24.5,,,,,,,,
2023-05-30 14:00:00,,9.9,40.5,25.0,32.833333333333336,28.55,30.6,"[30.6, 26.5]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.5,26.0,25.0,1.0,35.8,27.0,25.0,1.0,40.5,27.0,25.0,1.0,27.0,0.0,0.0,1.0,33.1,28.0,26.0,,,,,1.0,40.5,26.3,25.0,1.0,,27.7,26.0,1.0,,27.4,25.0,1.0,27.1,26.0,1.0,25.6,26.0,25.0,1.0,33.1,26.0,26.0,25.0,,,,,,,,
2023-05-30 14:05:00,,9.74,40.5,25.0,32.93333333333334,28.6,30.7,"[30.7, 26.5]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.9,26.0,25.0,1.0,35.9,27.0,25.0,1.0,40.5,27.0,25.0,1.0,27.0,0.0,0.0,1.0,33.3,28.0,26.0,,,,,1.0,40.5,26.3,25.0,1.0,,27.7,26.0,1.0,,27.4,25.0,1.0,26.4,26.0,1.0,25.7,26.0,25.0,1.0,33.3,26.0,26.0,25.0,,,,,,,,
2023-05-30 14:20:00,,9.88,40.5,24.6,32.84444444444445,28.55,30.6,"[30.6, 26.5]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.8,27.0,25.0,1.0,35.8,28.0,25.0,1.0,40.5,27.0,25.0,1.0,27.0,0.0,0.0,1.0,33.4,27.0,26.0,,,,,1.0,40.5,26.0,25.0,1.0,,26.1,26.0,1.0,,27.3,25.0,1.0,26.4,26.0,1.0,26.3,26.0,24.6,1.0,33.4,25.0,26.0,24.6,,,,,,,,
2023-05-30 14:25:00,,9.83,40.5,25.0,32.98888888888889,28.55,30.5,"[30.5, 26.6]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,36.0,27.0,25.0,1.0,36.0,28.0,25.0,1.0,40.5,27.0,25.0,1.0,27.1,0.0,0.0,1.0,33.4,27.0,26.0,,,,,1.0,40.5,25.8,25.0,1.0,,26.7,26.0,1.0,,25.6,25.0,1.0,26.4,26.0,1.0,26.4,26.0,25.0,1.0,33.4,25.0,26.0,25.0,,,,,,,,
2023-05-30 14:30:00,,9.81,40.3,24.6,32.70000000000001,28.45,30.4,"[30.4, 26.5]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,36.0,27.0,25.0,1.0,36.0,28.0,25.0,1.0,40.3,27.0,25.0,1.0,27.1,0.0,0.0,1.0,32.7,28.0,26.0,,,,,1.0,40.3,26.5,25.0,1.0,,27.4,26.0,1.0,,25.5,25.0,1.0,26.0,26.0,1.0,26.0,26.0,24.6,1.0,32.7,26.0,26.0,24.6,,,,,,,,
2023-05-30 14:35:00,,9.7,40.4,24.8,32.71111111111112,28.55,30.5,"[30.5, 26.6]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.4,28.0,25.0,1.0,35.4,28.0,25.0,1.0,40.4,26.0,25.0,1.0,27.2,0.0,0.0,1.0,33.0,28.0,26.0,,,,,1.0,40.4,26.1,25.0,1.0,,26.4,26.0,1.0,,27.4,25.0,1.0,27.0,26.0,1.0,26.1,26.0,24.8,1.0,33.0,25.0,26.0,24.8,,,,,,,,
2023-05-30 14:40:00,,9.9,40.3,24.6,32.64444444444444,28.45,30.4,"[30.4, 26.5]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.3,27.0,25.0,1.0,35.3,27.0,25.0,1.0,40.3,26.0,25.0,1.0,27.4,0.0,0.0,1.0,33.0,28.0,26.0,,,,,1.0,40.3,26.2,25.0,1.0,,27.7,26.0,1.0,,25.5,25.0,1.0,26.9,26.0,1.0,27.0,26.0,24.6,1.0,33.0,26.0,26.0,24.6,,,,,,,,
2023-05-30 14:45:00,,9.72,40.3,24.9,32.666666666666664,28.35,30.4,"[30.4, 26.3]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.2,27.0,25.0,1.0,35.2,27.0,25.0,1.0,40.3,26.0,25.0,1.0,27.4,0.0,0.0,1.0,32.9,28.0,26.0,,,,,1.0,40.3,25.9,25.0,1.0,,25.8,26.0,1.0,,26.7,25.0,1.0,26.1,26.0,1.0,25.6,26.0,24.9,1.0,32.9,25.0,26.0,24.9,,,,,,,,
2023-05-30 14:50:00,,9.91,40.3,25.0,32.67777777777778,28.3,30.4,"[30.4, 26.2]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,34.9,27.0,25.0,1.0,35.2,27.0,25.0,1.0,40.3,26.0,25.0,1.0,26.8,0.0,0.0,1.0,33.3,27.0,26.0,,,,,1.0,40.3,25.7,25.0,1.0,,27.7,26.0,1.0,,27.5,25.0,1.0,26.8,26.0,1.0,25.9,26.0,25.0,1.0,33.3,26.0,26.0,25.0,,,,,,,,
2023-05-30 14:55:00,,9.72,40.3,25.0,32.733333333333334,28.35,30.5,"[30.5, 26.2]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.2,26.0,25.0,1.0,35.7,27.0,25.0,1.0,40.3,26.0,25.0,1.0,26.5,0.0,0.0,1.0,33.3,28.0,26.0,,,,,1.0,40.3,26.1,25.0,1.0,,28.0,26.0,1.0,,25.5,25.0,1.0,26.8,26.0,1.0,26.9,26.0,25.0,1.0,33.3,25.0,26.0,25.0,,,,,,,,
2023-05-30 15:00:00,,9.98,40.4,25.0,32.67777777777778,28.35,30.5,"[30.5, 26.2]",1.0,,27.0,25.0,1.0,30.0,26.0,1.0,35.2,26.0,25.0,1.0,35.2,27.0,25.0,1.0,40.4,26.0,25.0,1.0,26.5,0.0,0.0,1.0,33.2,28.0,26.0,,,,,1.0,40.4,26.1,25.0,1.0,,27.0,26.0,1.0,,26.9,25.0,1.0,26.3,26.0,1.0,26.2,26.0,25.0,1.0,33.2,26.0,26.0,25.0,,,,,,,,
2023-05-30 15:05:00,,9.81,40.5,25.0,32.75555555555556,28.35,30.5,"[30.5, 26.2]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,27.0,25.0,1.0,40.5,26.0,25.0,1.0,26.6,0.0,0.0,1.0,33.2,27.0,26.0,,,,,1.0,40.5,25.4,25.0,1.0,,25.8,26.0,1.0,,26.0,25.0,1.0,26.4,26.0,1.0,25.0,26.0,25.0,1.0,33.2,25.0,26.0,25.0,,,,,,,,
2023-05-30 15:10:00,,9.79,40.5,25.1,32.81111111111111,28.35,30.4,"[30.4, 26.3]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.3,27.0,25.0,1.0,35.3,28.0,25.0,1.0,40.5,26.0,25.0,1.0,26.7,0.0,0.0,1.0,33.4,27.0,26.0,,,,,1.0,40.5,26.0,25.0,1.0,,27.1,26.0,1.0,,26.5,25.0,1.0,27.0,26.0,1.0,26.2,26.0,25.1,1.0,33.4,26.0,26.0,25.1,,,,,,,,
2023-05-30 15:15:00,,9.92,40.3,24.7,32.66666666666666,28.3,30.4,"[30.4, 26.2]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.3,27.0,25.0,1.0,35.3,28.0,25.0,1.0,40.3,27.0,25.0,1.0,26.6,0.0,0.0,1.0,33.4,28.0,26.0,,,,,1.0,40.3,26.1,25.0,1.0,,26.1,26.0,1.0,,27.6,25.0,1.0,27.3,26.0,1.0,27.1,26.0,24.7,1.0,33.4,25.0,26.0,24.7,,,,,,,,
2023-05-30 15:20:00,,9.81,40.3,25.1,32.7,28.35,30.4,"[30.4, 26.3]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.3,26.0,25.0,1.0,35.3,27.0,25.0,1.0,40.3,26.0,25.0,1.0,26.7,0.0,0.0,1.0,33.1,27.0,26.0,,,,,1.0,40.3,25.8,25.0,1.0,,27.4,26.0,1.0,,25.4,25.0,1.0,26.6,26.0,1.0,26.9,26.0,25.1,1.0,33.1,25.0,26.0,25.1,,,,,,,,
2023-05-30 15:25:00,,9.87,40.3,24.7,32.72222222222222,28.4,30.5,"[30.5, 26.3]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.6,26.0,25.0,1.0,35.6,27.0,25.0,1.0,40.3,28.0,25.0,1.0,26.7,0.0,0.0,1.0,33.3,28.0,26.0,,,,,1.0,40.3,26.3,25.0,1.0,,27.7,26.0,1.0,,27.0,25.0,1.0,26.3,26.0,1.0,25.7,26.0,24.7,1.0,33.3,26.0,26.0,24.7,,,,,,,,
2023-05-30 15:30:00,,9.76,40.4,24.7,32.766666666666666,28.5,30.6,"[30.6, 26.4]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.6,26.0,25.0,1.0,35.6,27.0,25.0,1.0,40.4,26.0,25.0,1.0,26.7,0.0,0.0,1.0,33.4,28.0,26.0,,,,,1.0,40.4,26.1,25.0,1.0,,27.7,26.0,1.0,,27.6,25.0,1.0,27.0,26.0,1.0,26.2,26.0,24.7,1.0,33.4,25.0,26.0,24.7,,,,,,,,
2023-05-30 15:35:00,,9.97,40.7,24.9,32.8111111111111,28.5,30.6,"[30.6, 26.4]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.8,26.0,25.0,1.0,35.8,27.0,25.0,1.0,40.7,26.0,25.0,1.0,26.9,0.0,0.0,1.0,32.8,27.0,26.0,,,,,1.0,40.7,26.0,25.0,1.0,,27.4,26.0,1.0,,25.4,25.0,1.0,26.5,26.0,1.0,25.9,26.0,24.9,1.0,32.8,27.0,26.0,24.9,,,,,,,,
2023-05-30 15:40:00,,9.89,40.7,24.9,32.82222222222222,28.55,30.7,"[30.7, 26.4]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.4,27.0,25.0,1.0,35.7,28.0,25.0,1.0,40.7,27.0,25.0,1.0,26.9,0.0,0.0,1.0,33.1,28.0,26.0,,,,,1.0,40.7,26.3,25.0,1.0,,26.8,26.0,1.0,,25.3,25.0,1.0,26.5,26.0,1.0,26.2,26.0,24.9,1.0,33.1,25.0,26.0,24.9,,,,,,,,
2023-05-30 15:45:00,,9.99,40.7,25.1,33.01111111111111,28.5,30.5,"[30.5, 26.5]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.6,27.0,25.0,1.0,35.7,28.0,25.0,1.0,40.7,27.0,25.0,1.0,27.0,0.0,0.0,1.0,33.6,28.0,26.0,,,,,1.0,40.7,26.2,25.0,1.0,,26.1,26.0,1.0,,27.4,25.0,1.0,26.7,26.0,1.0,26.6,26.0,25.1,1.0,33.6,27.0,26.0,25.1,,,,,,,,
2023-05-30 15:50:00,,9.81,40.7,25.1,32.888888888888886,28.5,30.5,"[30.5, 26.5]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.6,27.0,25.0,1.0,35.6,28.0,25.0,1.0,40.7,27.0,25.0,1.0,27.0,0.0,0.0,1.0,33.1,28.0,26.0,,,,,1.0,40.7,26.0,25.0,1.0,,27.0,26.0,1.0,,25.7,25.0,1.0,25.8,26.0,1.0,25.8,26.0,25.1,1.0,33.1,25.0,26.0,25.1,,,,,,,,
2023-05-30 15:55:00,,9.82,40.6,25.1,32.84444444444445,28.6,30.5,"[30.5, 26.7]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.4,30.0,25.0,1.0,35.4,28.0,25.0,1.0,40.6,27.0,25.0,1.0,27.2,0.0,0.0,1.0,33.1,28.0,26.0,,,,,1.0,40.6,26.5,25.0,1.0,,27.1,26.0,1.0,,27.6,25.0,1.0,27.3,26.0,1.0,26.6,26.0,25.1,1.0,33.1,26.0,26.0,25.1,,,,,,,,
2023-05-30 16:00:00,,9.97,40.6,25.1,32.85555555555556,28.45,30.5,"[30.5, 26.4]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.4,27.0,25.0,1.0,35.4,27.0,25.0,1.0,40.6,26.0,25.0,1.0,27.3,0.0,0.0,1.0,33.1,28.0,26.0,,,,,1.0,40.6,26.1,25.0,1.0,,27.4,26.0,1.0,,25.2,25.0,1.0,26.6,26.0,1.0,26.6,26.0,25.1,1.0,33.1,26.0,26.0,25.1,,,,,,,,
2023-05-30 16:05:00,,9.92,40.4,24.9,32.788888888888884,28.4,30.5,"[30.5, 26.3]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.4,27.0,25.0,1.0,35.4,27.0,25.0,1.0,40.4,26.0,25.0,1.0,27.3,0.0,0.0,1.0,33.2,27.0,26.0,,,,,1.0,40.4,25.3,25.0,1.0,,27.4,26.0,1.0,,26.7,25.0,1.0,26.9,26.0,1.0,25.8,26.0,24.9,1.0,33.2,25.0,26.0,24.9,,,,,,,,
2023-05-30 16:10:00,,9.7,40.3,24.8,32.87777777777778,28.3,30.4,"[30.4, 26.2]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.6,28.0,25.0,1.0,35.6,27.0,25.0,1.0,40.3,26.0,25.0,1.0,27.3,0.0,0.0,1.0,33.6,28.0,26.0,,,,,1.0,40.3,26.2,25.0,1.0,,26.8,26.0,1.0,,27.8,25.0,1.0,26.8,26.0,1.0,26.5,26.0,24.8,1.0,33.6,26.0,26.0,24.8,,,,,,,,
2023-05-30 16:15:00,,9.93,40.3,24.7,32.833333333333336,28.200000000000003,30.3,"[30.3, 26.1]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.6,26.0,25.0,1.0,35.6,27.0,25.0,1.0,40.3,26.0,25.0,1.0,27.3,0.0,0.0,1.0,33.5,27.0,26.0,,,,,1.0,40.3,25.8,25.0,1.0,,27.4,26.0,1.0,,25.2,25.0,1.0,26.4,26.0,1.0,26.7,26.0,24.7,1.0,33.5,25.0,26.0,24.7,,,,,,,,
2023-05-30 16:20:00,,9.8,40.3,24.9,32.75555555555556,28.3,30.4,"[30.4, 26.2]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.6,26.0,25.0,1.0,35.6,28.0,25.0,1.0,40.3,26.0,25.0,1.0,26.4,0.0,0.0,1.0,33.4,28.0,26.0,,,,,1.0,40.3,26.1,25.0,1.0,,26.1,26.0,1.0,,26.7,25.0,1.0,26.1,26.0,1.0,26.4,26.0,24.9,1.0,33.4,27.0,26.0,24.9,,,,,,,,
2023-05-30 16:25:00,,9.96,40.3,24.9,32.74444444444444,28.3,30.4,"[30.4, 26.2]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,40.3,26.0,25.0,1.0,26.5,0.0,0.0,1.0,33.4,27.0,26.0,,,,,1.0,40.3,25.9,25.0,1.0,,27.7,26.0,1.0,,27.0,25.0,1.0,26.8,26.0,1.0,25.6,26.0,24.9,1.0,33.4,24.0,26.0,24.9,,,,,,,,
2023-05-30 16:30:00,,9.69,40.4,24.9,32.666666666666664,28.4,30.5,"[30.5, 26.3]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.6,26.0,25.0,1.0,35.6,27.0,25.0,1.0,40.4,26.0,25.0,1.0,26.6,0.0,0.0,1.0,32.8,27.0,26.0,,,,,1.0,40.4,25.7,25.0,1.0,,27.7,26.0,1.0,,25.8,25.0,1.0,26.1,26.0,1.0,25.5,26.0,24.9,1.0,32.8,26.0,26.0,24.9,,,,,,,,
2023-05-30 16:35:00,,9.95,40.5,24.6,32.7,28.4,30.5,"[30.5, 26.3]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.4,27.0,25.0,1.0,35.4,28.0,25.0,1.0,40.5,27.0,25.0,1.0,26.7,0.0,0.0,1.0,33.3,28.0,26.0,,,,,1.0,40.5,26.3,25.0,1.0,,28.0,26.0,1.0,,27.9,25.0,1.0,27.6,26.0,1.0,26.3,26.0,24.6,1.0,33.3,26.0,26.0,24.6,,,,,,,,
2023-05-30 16:40:00,,9.87,40.5,25.1,32.76666666666667,28.4,30.5,"[30.5, 26.3]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.4,27.0,25.0,1.0,35.4,27.0,25.0,1.0,40.5,27.0,25.0,1.0,26.7,0.0,0.0,1.0,33.1,28.0,26.0,,,,,1.0,40.5,26.2,25.0,1.0,,27.7,26.0,1.0,,26.4,25.0,1.0,26.6,26.0,1.0,27.0,26.0,25.1,1.0,33.1,26.0,26.0,25.1,,,,,,,,
2023-05-30 16:45:00,,9.87,40.5,24.7,32.71111111111111,28.5,30.6,"[30.6, 26.4]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,27.0,25.0,1.0,40.5,27.0,25.0,1.0,26.8,0.0,0.0,1.0,33.2,28.0,26.0,,,,,1.0,40.5,26.0,25.0,1.0,,26.1,26.0,1.0,,26.7,25.0,1.0,26.2,26.0,1.0,25.8,26.0,24.7,1.0,33.2,26.0,26.0,24.7,,,,,,,,
2023-05-30 16:50:00,,9.82,40.5,25.0,32.84444444444445,28.5,30.6,"[30.6, 26.4]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,27.0,25.0,1.0,40.5,26.0,25.0,1.0,26.8,0.0,0.0,1.0,33.5,28.0,26.0,,,,,1.0,40.5,26.1,25.0,1.0,,25.8,26.0,1.0,,27.1,25.0,1.0,27.0,26.0,1.0,25.4,26.0,25.0,1.0,33.5,25.0,26.0,25.0,,,,,,,,
2023-05-30 16:55:00,,9.83,40.3,24.8,32.77777777777778,28.4,30.5,"[30.5, 26.3]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,40.3,26.0,25.0,1.0,26.8,0.0,0.0,1.0,33.5,27.0,26.0,,,,,1.0,40.3,25.8,25.0,1.0,,27.7,26.0,1.0,,25.5,25.0,1.0,26.9,26.0,1.0,26.1,26.0,24.8,1.0,33.5,26.0,26.0,24.8,,,,,,,,
2023-05-30 17:00:00,,9.9,40.2,24.8,32.75555555555556,28.35,30.4,"[30.4, 26.3]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.4,26.0,25.0,1.0,35.4,27.0,25.0,1.0,40.2,26.0,25.0,1.0,26.8,0.0,0.0,1.0,33.6,27.0,26.0,,,,,1.0,40.2,25.6,25.0,1.0,,26.1,26.0,1.0,,27.3,25.0,1.0,26.4,26.0,1.0,26.4,26.0,24.8,1.0,33.6,25.0,26.0,24.8,,,,,,,,
2023-05-30 17:05:00,,9.86,40.1,25.0,32.77777777777778,28.35,30.3,"[30.3, 26.4]",,,,,,,,,35.5,,,,35.5,,,,40.1,,,,26.8,,,,33.5,,,,,,,,40.1,,,,,,,,,,,,,,,,,25.0,,33.5,,,25.0,,,,,,,,
2023-05-30 17:10:00,,9.98,40.2,25.0,32.82222222222222,28.4,30.4,"[30.4, 26.4]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.7,27.0,25.0,1.0,35.7,28.0,25.0,1.0,40.2,27.0,25.0,1.0,26.8,0.0,0.0,1.0,33.4,27.0,26.0,,,,,1.0,40.2,26.0,25.0,1.0,,27.7,26.0,1.0,,26.1,25.0,1.0,26.8,26.0,1.0,26.2,26.0,25.0,1.0,33.4,25.0,26.0,25.0,,,,,,,,
2023-05-30 17:15:00,,9.96,40.2,24.8,32.67777777777778,28.45,30.4,"[30.4, 26.5]",1.0,,27.0,25.0,1.0,29.0,26.0,1.0,35.7,27.0,25.0,1.0,35.7,28.0,25.0,1.0,40.2,27.0,25.0,1.0,27.1,0.0,0.0,1.0,32.8,28.0,26.0,,,,,1.0,40.2,26.1,25.0,1.0,,27.7,26.0,1.0,,26.3,25.0,1.0,26.7,26.0,1.0,27.5,26.0,24.8,1.0,32.8,26.0,26.0,24.8,,,,,,,,
2023-05-30 17:20:00,,9.96,40.6,24.6,32.72222222222222,28.5,30.5,"[30.5, 26.5]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.7,27.0,25.0,1.0,35.7,28.0,25.0,1.0,40.6,27.0,25.0,1.0,27.1,0.0,0.0,1.0,32.8,28.0,26.0,,,,,1.0,40.6,26.4,25.0,1.0,,27.7,26.0,1.0,,25.9,25.0,1.0,25.9,26.0,1.0,26.1,26.0,24.6,1.0,32.8,26.0,26.0,24.6,,,,,,,,
2023-05-30 17:35:00,,9.79,40.8,25.1,32.93333333333334,28.65,30.6,"[30.6, 26.7]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.7,27.0,25.0,1.0,35.7,28.0,25.0,1.0,40.8,27.0,25.0,1.0,27.4,0.0,0.0,1.0,32.9,28.0,26.0,,,,,1.0,40.8,26.2,25.0,1.0,,27.4,26.0,1.0,,27.8,25.0,1.0,26.7,26.0,1.0,27.0,26.0,25.1,1.0,32.9,26.0,26.0,25.1,,,,,,,,
2023-05-30 17:40:00,,9.88,40.9,24.7,32.833333333333336,28.7,30.7,"[30.7, 26.7]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.7,27.0,25.0,1.0,35.7,28.0,25.0,1.0,40.9,27.0,25.0,1.0,27.5,0.0,0.0,1.0,32.7,27.0,26.0,,,,,1.0,40.9,25.8,25.0,1.0,,27.3,26.0,1.0,,25.2,25.0,1.0,26.1,26.0,1.0,26.0,26.0,24.7,1.0,32.7,25.0,26.0,24.7,,,,,,,,
2023-05-30 17:45:00,,9.79,40.9,24.7,32.84444444444444,28.7,30.7,"[30.7, 26.7]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,35.3,26.0,25.0,1.0,35.4,28.0,25.0,1.0,40.9,27.0,25.0,1.0,27.5,0.0,0.0,1.0,33.1,28.0,26.0,,,,,1.0,40.9,26.2,25.0,1.0,,27.1,26.0,1.0,,27.1,25.0,1.0,26.5,26.0,1.0,25.9,26.0,24.7,1.0,33.1,26.0,26.0,24.7,,,,,,,,
2023-05-30 17:50:00,,9.96,40.9,24.7,32.922222222222224,28.55,30.6,"[30.6, 26.5]",1.0,,26.0,25.0,1.0,28.0,26.0,1.0,35.5,26.0,25.0,1.0,35.5,27.0,25.0,1.0,40.9,27.0,25.0,1.0,27.1,0.0,0.0,1.0,33.5,28.0,26.0,,,,,1.0,40.9,26.3,25.0,1.0,,27.0,26.0,1.0,,27.6,25.0,1.0,27.3,26.0,1.0,26.3,26.0,24.7,1.0,33.5,26.0,26.0,24.7,,,,,,,,
2023-05-30 17:55:00,,9.84,40.7,24.7,32.922222222222224,28.5,30.6,"[30.6, 26.4]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.7,26.0,25.0,1.0,35.7,27.0,25.0,1.0,40.7,26.0,25.0,1.0,27.1,0.0,0.0,1.0,33.5,27.0,26.0,,,,,1.0,40.7,25.8,25.0,1.0,,25.8,26.0,1.0,,25.0,25.0,1.0,26.1,26.0,1.0,25.9,26.0,24.7,1.0,33.5,25.0,26.0,24.7,,,,,,,,
2023-05-30 18:00:00,,9.81,40.5,24.9,32.9,28.5,30.5,"[30.5, 26.5]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.7,26.0,25.0,1.0,35.7,27.0,25.0,1.0,40.5,27.0,25.0,1.0,27.1,0.0,0.0,1.0,33.4,28.0,26.0,,,,,1.0,40.5,26.2,25.0,1.0,,26.8,26.0,1.0,,27.1,25.0,1.0,26.6,26.0,1.0,25.6,26.0,24.9,1.0,33.4,27.0,26.0,24.9,,,,,,,,
2023-05-30 18:05:00,,9.81,40.4,24.5,32.91111111111111,28.45,30.5,"[30.5, 26.4]",1.0,,27.0,25.0,1.0,28.0,26.0,1.0,35.9,27.0,25.0,1.0,35.9,28.0,25.0,1.0,40.4,27.0,25.0,1.0,27.0,0.0,0.0,1.0,33.8,28.0,26.0,,,,,1.0,40.4,26.2,25.0,1.0,,27.7,26.0,1.0,,27.5,25.0,1.0,26.7,26.0,1.0,26.6,26.0,24.5,1.0,33.8,25.0,26.0,24.5,,,,,,,,
2023-05-30 18:10:00,,9.81,40.5,24.9,33.044444444444444,28.55,30.6,"[30.6, 26.5]",1.0,,27.0,25.0,1.0,27.0,26.0,1.0,36.0,27.0,25.0,1.0,36.0,28.0,25.0,1.0,40.5,27.0,25.0,1.0,27.0,0.0,0.0,1.0,33.8,27.0,26.0,,,,,1.0,40.5,25.8,25.0,1.0,,27.7,26.0,1.0,,26.7,25.0,1.0,26.0,26.0,1.0,26.0,26.0,24.9,1.0,33.8,26.0,26.0,24.9,,,,,,,,
2023-05-30 18:15:00,,9.91,40.5,24.6,32.900000000000006,28.55,30.6,"[30.6, 26.5]",1.0,,26.0,25.0,1.0,27.0,26.0,1.0,35.8,26.0,25.0,1.0,35.8,27.0,25.0,1.0,40.5,26.0,25.0,1.0,26.9,0.0,0.0,1.0,33.7,28.0,26.0,,,,,1.0,40.5,26.4,25.0,1.0,,26.4,26.0,1.0,,27.1,25.0,1.0,27.2,26.0,1.0,25.6,26.0,24.6,1.0,33.7,26.0,26.0,24.6,,,,,,,,
